,EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
514,515,50,No,Travel_Rarely,1046,Research & Development,10,Bachelor,Technical Degree,Very High,Male,100,Medium,3,Healthcare Representative,Very High,Single,10496,2755,6,No,15,Excellent,Very High,0,20,2,Excellent,4,3,1,3
515,516,33,No,Travel_Rarely,213,Research & Development,7,Bachelor,Medical,High,Male,49,High,3,Research Director,High,Married,11691,25995,0,No,11,Excellent,Very High,0,14,3,Outstanding,13,9,3,7
516,517,43,No,Travel_Frequently,1001,Research & Development,9,Doctor,Medical,Very High,Male,72,High,2,Laboratory Technician,High,Divorced,5679,19627,3,Yes,13,Excellent,Medium,1,10,3,Excellent,8,7,4,7
518,519,30,No,Travel_Rarely,1275,Research & Development,28,College,Medical,Very High,Female,64,High,2,Research Scientist,Very High,Married,5775,11934,1,No,13,Excellent,Very High,2,11,2,Excellent,10,8,1,9
520,521,36,Yes,Travel_Rarely,1218,Sales,9,Master,Life Sciences,High,Male,82,Medium,1,Sales Representative,Low,Single,3407,6986,7,No,23,Outstanding,Medium,0,10,4,Excellent,5,3,0,3
524,525,27,No,Travel_Rarely,1055,Research & Development,2,Master,Life Sciences,Low,Female,47,High,2,Manufacturing Director,Very High,Married,4227,4658,0,No,18,Excellent,Medium,1,4,2,Excellent,3,2,2,2
525,526,42,No,Travel_Rarely,469,Research & Development,2,College,Medical,Very High,Male,35,High,4,Manager,Low,Married,17665,14399,0,No,17,Excellent,Very High,1,23,3,Excellent,22,6,13,7
526,527,36,Yes,Travel_Rarely,660,Research & Development,15,Bachelor,Other,Low,Male,81,High,2,Laboratory Technician,High,Divorced,4834,7858,7,No,14,Excellent,Medium,1,9,3,Good,1,0,0,0
527,528,29,No,Travel_Rarely,1329,Research & Development,7,Bachelor,Life Sciences,High,Male,82,High,2,Healthcare Representative,Very High,Divorced,6623,4204,1,Yes,11,Excellent,Medium,2,6,2,Excellent,6,0,1,0
528,529,37,No,Travel_Rarely,482,Research & Development,3,Bachelor,Other,High,Male,36,High,3,Manufacturing Director,High,Married,9434,9606,1,No,15,Excellent,High,1,10,2,Excellent,10,7,7,8
530,531,40,No,Travel_Rarely,1416,Research & Development,2,College,Medical,Low,Male,49,High,5,Research Director,High,Divorced,19436,5949,0,No,19,Excellent,Very High,1,22,5,Excellent,21,7,3,9
531,532,58,Yes,Travel_Rarely,286,Research & Development,2,Master,Life Sciences,Very High,Male,31,High,5,Research Director,Medium,Single,19246,25761,7,Yes,12,Excellent,Very High,0,40,2,Excellent,31,15,13,8
533,534,40,No,Travel_Rarely,1308,Research & Development,14,Bachelor,Medical,High,Male,44,Medium,5,Research Director,High,Single,19626,17544,1,No,14,Excellent,Low,0,21,2,Outstanding,20,7,4,9
535,536,30,No,Travel_Rarely,1339,Sales,5,Bachelor,Life Sciences,Medium,Female,41,High,3,Sales Executive,Very High,Married,9419,8053,2,No,12,Excellent,High,1,12,2,Excellent,10,9,7,4
536,537,33,Yes,Travel_Rarely,118,Sales,16,Bachelor,Marketing,Low,Female,69,High,2,Sales Executive,Low,Single,5324,26507,5,No,15,Excellent,High,0,6,3,Excellent,3,2,0,2
538,539,31,No,Non-Travel,979,Research & Development,1,Master,Medical,High,Male,90,Low,2,Manufacturing Director,High,Married,4345,4381,0,No,12,Excellent,Very High,1,6,2,Excellent,5,4,1,4
539,540,30,No,Non-Travel,879,Research & Development,9,College,Medical,High,Female,72,High,2,Manufacturing Director,High,Single,4695,12858,7,Yes,18,Excellent,High,0,10,3,Excellent,8,4,1,7
542,543,59,No,Travel_Rarely,1324,Research & Development,3,Bachelor,Medical,High,Female,81,Very High,1,Laboratory Technician,Low,Married,2670,9964,4,Yes,20,Outstanding,Low,3,12,3,Good,1,0,0,0
543,544,49,Yes,Travel_Frequently,1475,Research & Development,28,College,Life Sciences,Low,Male,97,Medium,2,Laboratory Technician,Low,Single,4284,22710,3,No,20,Outstanding,Low,0,20,2,Excellent,4,3,1,3
545,546,28,No,Travel_Rarely,736,Sales,26,Bachelor,Life Sciences,High,Male,48,Medium,2,Sales Executive,Low,Married,4724,24232,1,No,11,Excellent,High,1,5,0,Excellent,5,3,0,4
546,547,36,No,Travel_Rarely,325,Research & Development,10,Master,Technical Degree,Very High,Female,63,High,3,Healthcare Representative,High,Married,7094,5747,3,No,12,Excellent,Low,0,10,0,Excellent,7,7,1,7
548,549,28,Yes,Travel_Rarely,103,Research & Development,24,Bachelor,Life Sciences,High,Male,50,Medium,1,Laboratory Technician,High,Single,2028,12947,5,Yes,14,Excellent,Medium,0,6,4,Excellent,4,2,0,3
549,550,26,Yes,Travel_Frequently,575,Research & Development,3,Below College,Technical Degree,High,Male,73,High,1,Research Scientist,Low,Single,3102,6582,0,No,22,Outstanding,High,0,7,2,Excellent,6,4,0,4
550,551,31,No,Non-Travel,1188,Sales,20,College,Marketing,Very High,Female,45,High,2,Sales Executive,High,Married,6932,24406,1,No,13,Excellent,Very High,1,9,2,Good,9,8,0,0
551,552,40,No,Non-Travel,1094,Sales,28,Bachelor,Other,High,Male,58,Low,3,Sales Executive,Low,Divorced,10932,11373,3,No,15,Excellent,High,1,20,2,Excellent,1,0,0,1
552,553,27,No,Travel_Rarely,1134,Research & Development,16,Master,Technical Degree,High,Female,37,High,1,Laboratory Technician,Medium,Married,2811,12086,9,No,14,Excellent,Medium,1,4,2,Excellent,2,2,2,2
553,554,50,No,Travel_Frequently,1115,Research & Development,1,Bachelor,Life Sciences,Low,Female,73,High,5,Research Director,Medium,Married,18172,9755,3,Yes,19,Excellent,Low,0,28,1,Good,8,3,0,7
555,556,33,Yes,Travel_Rarely,1277,Research & Development,15,Below College,Medical,Medium,Male,56,High,3,Manager,High,Married,13610,24619,7,Yes,12,Excellent,Very High,0,15,2,Outstanding,7,6,7,7
556,557,46,No,Travel_Frequently,1034,Research & Development,18,Below College,Medical,Low,Female,86,High,3,Healthcare Representative,High,Married,10527,8984,5,No,11,Excellent,Very High,0,28,3,Good,2,2,1,2
557,558,33,Yes,Travel_Rarely,1017,Research & Development,25,Bachelor,Medical,Low,Male,55,Medium,1,Research Scientist,Medium,Single,2313,2993,4,Yes,20,Outstanding,Medium,0,5,0,Excellent,2,2,2,2
558,559,37,No,Travel_Rarely,397,Research & Development,7,Master,Medical,Low,Male,30,High,3,Research Director,High,Single,13664,25258,4,No,13,Excellent,Low,0,16,3,Outstanding,5,2,0,2
560,561,26,No,Travel_Rarely,775,Sales,29,College,Medical,Low,Male,45,High,2,Sales Executive,High,Divorced,4306,4267,5,No,12,Excellent,Low,2,8,5,Excellent,0,0,0,0
562,563,50,No,Travel_Rarely,854,Sales,1,Master,Medical,Very High,Female,68,High,5,Manager,Very High,Divorced,19517,24118,3,No,11,Excellent,High,1,32,3,Good,7,0,0,6
564,565,58,Yes,Travel_Rarely,601,Research & Development,7,Master,Medical,High,Female,53,Medium,3,Manufacturing Director,Low,Married,10008,12023,7,Yes,14,Excellent,Very High,0,31,0,Good,10,9,5,9
565,566,31,No,Travel_Rarely,329,Research & Development,1,College,Life Sciences,Very High,Male,98,Medium,1,Laboratory Technician,Low,Married,2218,16193,1,No,12,Excellent,High,1,4,3,Excellent,4,2,3,2
566,567,26,No,Travel_Frequently,921,Research & Development,1,Below College,Medical,Low,Female,66,Medium,1,Research Scientist,High,Divorced,2007,25265,1,No,13,Excellent,High,2,5,5,Excellent,5,3,1,3
567,568,30,Yes,Travel_Frequently,464,Research & Development,4,Bachelor,Technical Degree,High,Male,40,High,1,Research Scientist,Very High,Single,2285,3427,9,Yes,23,Outstanding,High,0,3,4,Excellent,1,0,0,0
569,570,33,No,Travel_Frequently,430,Sales,7,Bachelor,Medical,Very High,Male,54,High,2,Sales Executive,Low,Married,4373,17456,0,No,14,Excellent,Low,2,5,2,Excellent,4,3,0,3
571,572,59,No,Travel_Rarely,1089,Sales,1,College,Technical Degree,Medium,Male,66,High,3,Manager,Very High,Married,11904,11038,3,Yes,14,Excellent,High,1,14,1,Low,6,4,0,4
572,573,45,No,Travel_Rarely,1385,Research & Development,20,College,Medical,High,Male,79,High,4,Healthcare Representative,Very High,Married,13496,7501,0,Yes,14,Excellent,Medium,0,21,2,Excellent,20,7,4,10
575,576,58,No,Travel_Rarely,1272,Research & Development,5,Bachelor,Technical Degree,High,Female,37,Medium,3,Healthcare Representative,Medium,Divorced,10552,9255,2,Yes,13,Excellent,Very High,1,24,3,Excellent,6,0,0,4
576,577,28,No,Travel_Rarely,440,Research & Development,21,Bachelor,Medical,High,Male,42,High,1,Research Scientist,Very High,Married,2713,6672,1,No,11,Excellent,High,1,5,2,Low,5,2,0,2
577,578,30,No,Travel_Rarely,852,Sales,10,Bachelor,Marketing,High,Male,72,Medium,2,Sales Executive,High,Married,6578,2706,1,No,18,Excellent,Low,1,10,3,Excellent,10,3,1,4
578,579,46,No,Travel_Frequently,1211,Sales,5,Master,Marketing,Low,Male,98,High,2,Sales Executive,Very High,Single,5772,20445,4,Yes,21,Outstanding,High,0,14,4,Excellent,9,6,0,8
579,580,31,Yes,Travel_Frequently,1060,Sales,1,Bachelor,Life Sciences,Very High,Female,54,High,1,Sales Representative,Medium,Single,2302,8319,1,Yes,11,Excellent,Low,0,3,2,Outstanding,3,2,2,2
580,581,31,Yes,Travel_Rarely,202,Research & Development,8,Bachelor,Life Sciences,Low,Female,34,Medium,1,Research Scientist,Medium,Single,1261,22262,1,No,12,Excellent,High,0,1,3,Outstanding,1,0,0,0
581,582,22,No,Travel_Rarely,1256,Research & Development,19,Below College,Medical,High,Male,80,High,1,Research Scientist,Very High,Married,2323,11992,1,No,24,Outstanding,Low,2,2,6,Excellent,2,2,2,2
582,583,22,No,Non-Travel,1123,Research & Development,16,College,Medical,Very High,Male,96,Very High,1,Laboratory Technician,Very High,Divorced,2935,7324,1,Yes,13,Excellent,Medium,2,1,2,Good,1,0,0,0
583,584,36,No,Travel_Rarely,852,Research & Development,5,Master,Life Sciences,Medium,Female,82,Medium,1,Research Scientist,Low,Married,3419,13072,9,Yes,14,Excellent,Very High,1,6,3,Outstanding,1,1,0,0
584,585,43,No,Travel_Frequently,185,Research & Development,10,Master,Life Sciences,High,Female,33,High,1,Laboratory Technician,Very High,Single,2455,10675,0,No,19,Excellent,Low,0,9,5,Excellent,8,7,1,7
585,586,35,Yes,Travel_Frequently,130,Research & Development,25,Master,Life Sciences,Very High,Female,96,High,1,Research Scientist,Medium,Divorced,2022,16612,1,Yes,19,Excellent,Low,1,10,3,Good,10,2,7,8
586,587,60,No,Travel_Frequently,1499,Sales,28,Bachelor,Marketing,High,Female,80,Medium,3,Sales Executive,Low,Married,10266,2845,4,No,19,Excellent,Very High,0,22,5,Outstanding,18,13,13,11
587,588,34,No,Travel_Rarely,131,Sales,2,Bachelor,Marketing,High,Female,86,High,2,Sales Executive,Low,Single,4538,6039,0,Yes,12,Excellent,Very High,0,4,3,Excellent,3,2,0,2
588,589,39,Yes,Travel_Rarely,1122,Research & Development,6,Bachelor,Medical,Very High,Male,70,High,1,Laboratory Technician,Low,Married,2404,4303,7,Yes,21,Outstanding,Very High,0,8,2,Low,2,2,2,2
589,590,38,No,Travel_Rarely,770,Sales,10,Master,Marketing,High,Male,73,Medium,3,Sales Executive,High,Divorced,8740,5569,0,Yes,14,Excellent,Medium,2,9,2,Excellent,8,7,2,7
592,593,33,Yes,Travel_Rarely,587,Research & Development,10,Below College,Medical,Low,Male,38,Low,1,Laboratory Technician,Very High,Divorced,3408,6705,7,No,13,Excellent,Low,3,8,2,Excellent,4,3,1,3
593,594,25,No,Travel_Rarely,891,Sales,4,College,Life Sciences,Medium,Female,99,Medium,2,Sales Executive,Very High,Single,4487,12090,1,Yes,11,Excellent,Medium,0,5,3,Excellent,5,4,1,3
594,595,49,No,Travel_Rarely,1495,Research & Development,5,Master,Technical Degree,Low,Male,96,High,2,Healthcare Representative,High,Married,6651,21534,2,No,14,Excellent,Medium,1,20,0,Good,3,2,1,2
596,597,45,No,Travel_Rarely,788,Human Resources,24,Master,Medical,Medium,Male,36,High,1,Human Resources,Medium,Single,2177,8318,1,No,16,Excellent,Low,0,6,3,Excellent,6,3,0,4
597,598,43,No,Travel_Rarely,982,Research & Development,12,Bachelor,Life Sciences,Low,Male,59,Medium,4,Research Director,Medium,Divorced,14336,4345,1,No,11,Excellent,High,1,25,3,Excellent,25,10,3,9
598,599,34,No,Travel_Frequently,829,Research & Development,15,Bachelor,Medical,Medium,Male,71,High,4,Research Director,Low,Divorced,17007,11929,7,No,14,Excellent,Very High,2,16,3,Good,14,8,6,9
600,601,34,No,Travel_Rarely,1333,Sales,10,Master,Life Sciences,High,Female,87,High,1,Sales Representative,High,Married,2220,18410,1,Yes,19,Excellent,Very High,1,1,2,Excellent,1,1,0,0
601,602,23,No,Travel_Rarely,310,Research & Development,10,Below College,Medical,Low,Male,79,Very High,1,Research Scientist,High,Single,3505,19630,1,No,18,Excellent,Very High,0,2,3,Excellent,2,2,0,2
602,603,37,No,Travel_Rarely,571,Research & Development,10,Below College,Life Sciences,Very High,Female,82,High,1,Research Scientist,Low,Divorced,2782,19905,0,Yes,13,Excellent,Medium,2,6,3,Good,5,3,4,3
603,604,35,No,Travel_Rarely,384,Sales,8,Master,Life Sciences,Low,Female,72,High,1,Sales Representative,Very High,Married,2572,20317,1,No,16,Excellent,Medium,1,3,1,Good,3,2,0,2
604,605,36,Yes,Travel_Rarely,530,Sales,3,Below College,Life Sciences,High,Male,51,Medium,3,Sales Executive,Very High,Married,10325,5518,1,Yes,11,Excellent,Low,1,16,6,Excellent,16,7,3,7
605,606,23,No,Travel_Rarely,1309,Research & Development,26,Below College,Life Sciences,High,Male,83,High,1,Research Scientist,Very High,Divorced,2904,16092,1,No,12,Excellent,High,2,4,2,Good,4,2,0,2
606,607,25,No,Travel_Rarely,883,Sales,26,Below College,Medical,High,Female,32,High,2,Sales Executive,Very High,Single,6180,22807,1,No,23,Outstanding,Medium,0,6,5,Good,6,5,1,4
608,609,43,No,Non-Travel,1344,Research & Development,7,Bachelor,Medical,Very High,Male,37,Very High,1,Research Scientist,Very High,Divorced,2089,5228,4,No,14,Excellent,Very High,3,7,3,Outstanding,5,4,2,2
609,610,41,Yes,Travel_Rarely,1085,Research & Development,2,Master,Life Sciences,Medium,Female,57,Low,1,Laboratory Technician,Very High,Divorced,2778,17725,4,Yes,13,Excellent,High,1,10,1,Good,7,7,1,0
610,611,25,No,Travel_Rarely,1356,Sales,10,Master,Life Sciences,High,Male,57,High,2,Sales Executive,Very High,Single,4950,20623,0,No,14,Excellent,Medium,0,5,4,Excellent,4,3,1,1
612,613,52,No,Travel_Rarely,1490,Research & Development,4,College,Life Sciences,Very High,Female,30,High,4,Manager,Very High,Married,16555,10310,2,No,13,Excellent,Very High,0,31,2,Low,5,2,1,4
613,614,36,No,Travel_Frequently,541,Sales,3,Master,Medical,Low,Male,48,Medium,3,Sales Executive,Very High,Married,9699,7246,4,No,11,Excellent,Low,1,16,2,Excellent,13,9,1,12
616,617,26,No,Travel_Rarely,1066,Research & Development,2,College,Medical,Very High,Male,32,Very High,2,Manufacturing Director,Very High,Married,5472,3334,1,No,12,Excellent,Medium,0,8,2,Excellent,8,7,1,3
617,618,56,No,Travel_Frequently,1240,Research & Development,9,Bachelor,Medical,Low,Female,63,High,1,Research Scientist,High,Married,2942,12154,2,No,19,Excellent,Medium,1,18,4,Excellent,5,4,0,3
618,619,34,No,Travel_Frequently,878,Research & Development,10,Master,Medical,Very High,Male,43,High,1,Research Scientist,High,Divorced,3815,5972,1,Yes,17,Excellent,Very High,1,5,4,Outstanding,5,3,2,0
619,620,38,No,Travel_Rarely,395,Sales,9,Bachelor,Marketing,Medium,Male,98,Medium,1,Sales Representative,Medium,Married,2899,12102,0,No,19,Excellent,Very High,1,3,3,Excellent,2,2,1,2
620,621,36,No,Travel_Rarely,1403,Research & Development,6,Bachelor,Life Sciences,Very High,Male,47,High,1,Laboratory Technician,Very High,Married,3210,20251,0,No,11,Excellent,High,1,16,4,Excellent,15,13,10,11
622,623,26,No,Travel_Rarely,192,Research & Development,1,College,Medical,Low,Male,59,Medium,1,Laboratory Technician,Low,Married,3955,11141,1,No,16,Excellent,Low,2,6,2,Excellent,5,3,1,3
625,626,29,Yes,Travel_Rarely,408,Sales,23,Below College,Life Sciences,Very High,Female,45,Medium,3,Sales Executive,Low,Married,7336,11162,1,No,13,Excellent,Low,1,11,3,Low,11,8,3,10
626,627,27,No,Travel_Rarely,1157,Research & Development,17,Bachelor,Technical Degree,High,Male,51,High,1,Research Scientist,Medium,Married,3058,13364,0,Yes,16,Excellent,Very High,1,6,3,Good,5,2,1,1
627,628,31,Yes,Travel_Frequently,667,Sales,1,Master,Life Sciences,Medium,Female,50,Low,1,Sales Representative,High,Single,1359,16154,1,No,12,Excellent,Medium,0,1,3,Excellent,1,0,0,0
628,629,43,No,Travel_Frequently,775,Sales,15,Bachelor,Life Sciences,Very High,Male,47,Medium,2,Sales Executive,Very High,Married,6804,23683,3,No,18,Excellent,High,1,7,5,Excellent,2,2,2,2
630,631,36,No,Non-Travel,1434,Sales,8,Master,Life Sciences,Low,Male,76,Medium,3,Sales Executive,Low,Single,7587,14229,1,No,15,Excellent,Medium,0,10,1,Excellent,10,7,0,9
631,632,40,No,Travel_Rarely,329,Research & Development,1,Master,Life Sciences,Medium,Male,88,High,1,Laboratory Technician,Medium,Married,2387,6762,3,No,22,Outstanding,High,1,7,3,Excellent,4,2,0,3
632,633,22,No,Travel_Rarely,594,Research & Development,2,Below College,Technical Degree,High,Male,100,High,1,Laboratory Technician,Very High,Married,2523,19299,0,No,14,Excellent,High,1,3,2,Excellent,2,1,2,1
633,634,26,No,Travel_Rarely,1384,Research & Development,3,Master,Medical,Low,Male,82,Very High,1,Laboratory Technician,Very High,Married,4420,13421,1,No,22,Outstanding,Medium,1,8,2,Excellent,8,7,0,7
634,635,31,No,Travel_Rarely,1232,Research & Development,7,Master,Medical,High,Female,39,High,3,Manufacturing Director,Very High,Single,7143,25713,1,Yes,14,Excellent,High,0,11,2,Good,11,9,4,10
636,637,52,Yes,Travel_Rarely,1030,Sales,5,Bachelor,Life Sciences,Medium,Male,64,High,3,Sales Executive,Medium,Single,8446,21534,9,Yes,19,Excellent,High,0,10,2,Good,8,7,7,7
637,638,28,No,Travel_Rarely,1158,Research & Development,9,Bachelor,Medical,Very High,Male,94,High,1,Research Scientist,Very High,Married,2070,2613,1,No,23,Outstanding,Very High,1,5,3,Good,5,2,0,4
638,639,37,No,Travel_Rarely,1439,Research & Development,4,Below College,Life Sciences,High,Male,54,High,1,Research Scientist,High,Married,2996,5182,7,Yes,15,Excellent,Very High,0,8,2,Excellent,6,4,1,3
644,645,42,No,Travel_Rarely,188,Research & Development,29,Bachelor,Medical,Medium,Male,56,Low,2,Laboratory Technician,Very High,Single,4272,9558,4,No,19,Excellent,Low,0,16,3,Excellent,1,0,0,0
645,646,44,No,Non-Travel,111,Research & Development,17,Bachelor,Life Sciences,Very High,Male,74,Low,1,Research Scientist,High,Single,2290,4279,2,No,13,Excellent,Very High,0,6,3,Excellent,0,0,0,0
646,647,28,No,Travel_Rarely,1144,Sales,10,Below College,Medical,Very High,Male,74,High,1,Sales Representative,Medium,Married,1052,23384,1,No,22,Outstanding,Medium,0,1,5,Excellent,1,0,0,0
648,649,31,No,Travel_Rarely,1332,Research & Development,11,College,Medical,High,Male,80,High,2,Healthcare Representative,Low,Married,6833,17089,1,Yes,12,Excellent,Very High,0,6,2,Good,6,5,0,1
650,651,19,Yes,Travel_Rarely,303,Research & Development,2,Bachelor,Life Sciences,Medium,Male,47,Medium,1,Laboratory Technician,Very High,Single,1102,9241,1,No,22,Outstanding,High,0,1,3,Good,1,0,1,0
651,652,37,Yes,Travel_Rarely,1373,Research & Development,2,College,Other,Very High,Male,92,Medium,1,Laboratory Technician,High,Single,2090,2396,6,Yes,15,Excellent,Medium,0,7,3,Excellent,0,0,0,0
652,653,45,No,Travel_Rarely,252,Research & Development,2,Bachelor,Life Sciences,Medium,Female,95,Medium,1,Research Scientist,High,Single,2274,6153,1,No,14,Excellent,Very High,0,1,3,Excellent,1,0,0,0
653,654,50,No,Travel_Rarely,804,Research & Development,9,Bachelor,Life Sciences,Low,Male,64,High,1,Laboratory Technician,Very High,Married,2380,20165,4,No,18,Excellent,Medium,0,8,5,Excellent,1,0,0,0
654,655,51,No,Travel_Frequently,1456,Research & Development,1,Master,Medical,Low,Female,30,Medium,3,Healthcare Representative,Low,Single,7484,25796,3,No,20,Outstanding,High,0,23,1,Good,13,12,12,8
655,656,42,No,Travel_Rarely,603,Research & Development,7,Master,Medical,Medium,Female,78,Very High,2,Research Scientist,Medium,Married,2372,5628,6,Yes,16,Excellent,Very High,0,18,2,Excellent,1,0,0,0
656,657,32,No,Travel_Rarely,1093,Sales,6,Master,Medical,Medium,Male,87,High,2,Sales Executive,High,Single,5010,24301,1,No,16,Excellent,Low,0,12,0,Excellent,11,8,5,7
657,658,32,No,Travel_Frequently,689,Sales,9,College,Medical,Very High,Male,35,Low,2,Sales Executive,Very High,Divorced,4668,22812,0,No,17,Excellent,Very High,3,9,2,Outstanding,8,7,0,7
